stt,course_id,name_vi,name_en,is_open,managed_by,course_type,old_code,equivalent_ids,prerequisite_ids,prior_ids,credits_lt,credits_th
253,CS406,Xử lý ảnh và ứng dụng,Image Processing and Applications,,KHMT,CĐTN,,,,,3,1
254,CS407,Các kỹ thuật trong xử lý NNTN,Advanced Techniques in Natural Language Processing,,KHMT,CĐTN,,CS326,,,4,0
255,CS408,Các hệ giải toán thông minh,Intelligent Problem-Solving Systems,,KHMT,CĐTN,,CS316,,,4,0
256,CS409,Hệ suy diễn mờ,Fuzzy Inference Systems,,KHMT,CĐTN,,,,,3,1
257,CS410,Mạng neural và thuật giải di truyền,Neural Networks and Genetic Algorithms,,KHMT,CĐTN,,,IT003,,3,1
258,CS411,Dịch máy,Machine Translation,,KHMT,CĐTN,,CS325,,,4,0
259,CS412,Web ngữ nghĩa,Semantic Web,,KHMT,CĐTN,,,,CS221,3,1
260,CS414,Lý thuyết automat và ứng dụng,Automata Theory and Applications,,KHMT,CĐTN,,,,MA004,3,1
261,CS4143,Đồ họa máy tính,Computer Graphics,,HTTT,CNTC,,,,,3,0
262,CS415,Mã hóa thông tin,Encoding information,,KHMT,CĐTN,,,,,3,1
263,CS4153,Phát triển ứng dụng trên di động,Mobile Application Development,,HTTT,CN,,,,CS2133,3,0
264,CS417,Nhận dạng,Pattern recognition,,KHMT,CN,,,,,2,1
265,CS418,Trực quan máy tính,Visual computing,,KHMT,CĐTN,,,,,3,1
266,CS419,Truy xuất thông tin,Information Retrieval,,KHMT,CĐTN,,,,CS115,3,1
267,CS420,Các vấn đề chọn lọc trong thị giác máy tính,Selected Topics in Computer Vision,,KHMT,CĐTN,,,,CS231,3,1
268,CS421,Khai thác dữ liệu đa phương tiện,Khai thác dữ liệu đa phương tiện,,KHMT,CĐTN,,,,,3,1
269,CS4243,Thuật toán và tiến trình trong an toàn máy tính,Algorithms and Processes in Computer Security,,HTTT,CSN,,,,CS4283,3,0
270,CS4273,Nhập môn Công nghệ phần mềm,Introduction to Software Engineering,,HTTT,CNCS,,,,,3,1
271,CS4283,Mạng máy tính,Computer Networks,,HTTT,ĐC,,,,,3,0
272,CS431,Các kĩ thuật học sâu và ứng dụng,Deep Learning and Applications,,KHMT,CĐTN,,,,IT001IT002,2,1
273,CS4323,Hệ điều hành,Operating Systems,,HTTT,ĐC,,,,,3,0
274,CS4343,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,HTTT,ĐC,,,,CS2134,3,1
275,CS4344,An ninh mạng,Cyber Security,,HTTT,CSN,,,,,3,0
276,CS4793,Trí tuệ nhân tạo,Artificial Intelligence,,HTTT,CNCS,,MKTG5883,,,3,1
277,CS4883,Các vấn đề xã hội trong tính toán,Social issues in computing,,HTTT,CNTC,,,,,3,0
278,CS5000,Luận văn,Thesis,,HTTT,KLTN,,,,,10,0
279,CS501,Khóa luận tốt nghiệp,Thesis,,KHMT,KLTN,,,,,10,0
280,CS502,Các công nghệ web và ứng dụng,Web technology and applications,,KHMT,CN,,SE341,,,2,0
281,CS503,Môn tốt nghiệp KHMT 2,Computer science,,KHMT,CN,,,,IT003,3,0
282,CS5030,Thực tập tốt nghiệp,Internship,,HTTT,TTTN,,,,,3,0
283,CS5031,Thực tập doanh nghiệp,Internship,,HTTT,TN,,,,,2,0
284,CS504,Công nghệ .NET,.Net technology,,KHMT,CN,,SE310,,,3,1
285,CS505,Khoá luận tốt nghiệp,Thesis,,KHMT,KLTN,,,,,10,0
286,CS506,Chuyên đề J2EE,J2EE,,KHMT,CN,,SE325,,,3,1
287,CS507,Hệ điều hành Linux,Linux operating systems,,KHMT,CN,,NT103,,,3,1
288,CS508,Lập trình cơ sở dữ liệu,Database programming,,KHMT,CN,,IS203,,,3,1
289,CS510,Lý thuyết thông tin,Information theory,,KHMT,CN,,NT104,,,3,0
290,CS511,Ngôn ngữ lập trình C#,C# Programming Language,,KHMT,CNTC,CS512,,,IT002IT003IT001,3,1
291,CS513,Ngôn ngữ lập trình Java,Java programming language,,KHMT,CN,,SE330,,,3,1
292,CS515,Phân tích thiết kế hệ thống thông tin,Information system analysis and design,,KHMT,CN,,,,,3,1
293,CS516,Phân tích thiết kế hướng đối tượng với UML,Object-oriented analysis and design with UML,,KHMT,CN,,,,,3,1
294,CS517,Quản lý dự án,Project management,,KHMT,CN,,IS208,,,3,0
295,CS518,Xây dựng phần mềm hướng đối tượng,Object-oriented software development,,KHMT,CN,,,,,3,1
296,CS519,Phương pháp luận nghiên cứu khoa học,Scientific Research Methodology,,KHMT,CNTC,SS005,,,,3,0
297,CS521,Toán rời rạc nâng cao,Advanced Discrete Mathematics,,KHMT,CNTC,,,,IT003MA004,4,0
298,CS522,Đại số máy tính,Computer Algebra,,KHMT,CĐTN,,,,IT003MA004,3,1
299,CS523,Cấu trúc dữ liệu và giải thuật nâng cao,Advanced Data Structures and Algorithms,,KHMT,CNTC,DSAL2,,,IT003IT001,3,1
300,CS524,Một số ứng dụng của xử lý ngôn ngữ tự nhiên,Applied Natural Language Processing,,KHMT,CNTC,,,,CS221,3,1
301,CS525,Thị giác máy tính trong tương tác người – máy,Computer Vision in Human-Computer Interaction,,KHMT,CN,,,,,3,1
302,CS526,Phát triển ứng dụng đa phương tiện trên thiết bị di động,Multimedia Mobile Applications,,KHMT,CNTC,,,,IT002IT003,3,1
303,CS527,Thực tại ảo,Virtual Reality,,KHMT,CNTC,,,,,3,1
304,CS528,Trực quan hóa thông tin,Information Visualization,,KHMT,CNTC,,,,,3,1
305,CS529,Các vấn đề nghiên cứu và ứng dụng trong khoa học máy tính,Selected Topics for Researching and Application in Computer Science,,KHMT,CNTC,,,,,4,0
306,CS530,Đồ án chuyên ngành,Undergraduate Research Project,,KHMT,CNTC,,,,,3,0
307,CS531,Đồ họa trong video game,Computer Graphics in Video Games,,KHMT,CN,,,,,3,1
308,CS532,Thị giác máy tính trong tương tác người-máy,Computer Vision in Human-Computer Interaction,,KHMT,CN,,,,,3,1
309,CS534,Lập trình Javascript và ứng dụng,JavaScript Programming and Applications,,KHMT,CNTC,,,,,3,1
310,CS535,Tổng hợp tiếng nói,Speech Synthesis,,KHMT,CNTC,,,,CS221CS114,3,1
311,CS5423,Nguyên lý các hệ cơ sở dữ liệu,Principles of Database Systems,,HTTT,CSN,,,,,3,1
312,CS5433,Các hệ cơ sở dữ liệu phân tán,Distributed Database Systems,,HTTT,CSN,,,,CS5423CS4283MSIS4013,3,0
313,CS551,Thực tập,Internship,,KHMT,TTTN,,,,,2,0
314,CS553,Đồ án tốt nghiệp,Capstone Project,,KHMT,TN,,,,,6,0
315,CS554,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,,KHMT,TN,,,,,10,0
316,CSBU001,Lập trình,Programming,,KHMT,CN,,CSBU101,,,3,1
317,CSBU002,Mạng máy tính,Networking,,KHMT,CN,,,,,3,1
318,CSBU003,Thực hành nghề nghiệp,Professional Practice,,KHMT,CN,,,,,4,0
319,CSBU004,Toán cho tin học,Maths for Computing,,KHMT,CN,,,,,3,1
320,CSBU005,Bảo mật,Security,,KHMT,CN,,,,,3,1
321,CSBU006,Quản lý dự án máy tính thành công,Managing a Successful Computing Project,,KHMT,CN,,,,,4,0
322,CSBU007,Thiết kế và phát triển cơ sở dữ liệu,Database Design and Development,,KHMT,CN,,,,,3,1
323,CSBU008,Kiến trúc máy tính,Computer Systems Architecture,,KHMT,CN,,CSBU102,,,3,1
324,CSBU009,Dự án nghiên cứu,Computing Research Project,,KHMT,CN,,,,,4,4
325,CSBU010,Công nghệ kinh doanh thông minh,Business Intelligence,,KHMT,CN,,,,,3,1
326,CSBU011,Toán rời rạc,Discrete Maths,,KHMT,CN,,CSBU110,,,4,0
327,CSBU012,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,KHMT,CN,,CSBU104,,,3,1
328,CSBU013,Lập trình nâng cao,Advanced Programming,,KHMT,CN,,CSBU107,,,3,1
329,CSBU014,Máy học,Machine Learning,,KHMT,CN,,,,,3,1
330,CSBU015,Điện toán đám mây,Cloud Computing,,KHMT,CN,,,,,3,1
331,CSBU016,Thực tập,Internship,,KHMT,TTTN,,,,,0,0
332,CSBU101,Lập trình máy tính,Computer Programming,,KHMT,CN,,,,,40,25
333,CSBU102,Hệ thống máy tính,Computer Systems,,KHMT,CN,,,,,40,25
334,CSBU103,Phát triển và thiết kế web,Website Design and Development,,KHMT,CN,,,,,40,25
335,CSBU104,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,KHMT,CN,,,,,40,25
336,CSBU105,Mạng máy tính căn bản,Network Fundamentals,,KHMT,CN,,,,,40,25
337,CSBU106,Đồ án đổi mới sáng tạo,Innovation Project,,KHMT,CN,,,,,48,32
338,CSBU107,Lập trình hướng đối tượng,Object-Oriented Programming,,KHMT,CN,,,,,40,25
339,CSBU108,Hệ điều hành,Operating Systems,,KHMT,CN,,,,,40,25
340,CSBU109,Phát triển ứng dụng web và cơ sở dữ liệu,Database and Web Application Development,,KHMT,CN,,,,,40,25
341,CSBU110,Toán rời rạc và lập trình khai báo,Discrete Mathematics and Declarative Programming,,KHMT,CN,,,,,40,25
342,CSBU111,An ninh mạng,Cyber Security,,KHMT,CN,,,,,40,25
343,CSBU112,Thiết kế phần mềm,Software Design,,KHMT,CN,,,,,40,25
344,CSBU201,Thiết kế trải nghiệm người dùng,User Experience Design,,KHMT,CN,,,,,40,25
345,CSBU202,Phát triển ứng dụng cho thiết bị di động và thiết bị đeo,Mobile and Wearable Application Development,,KHMT,CN,,,,,48,32
346,CSBU203,Điện toán đám mây,Cloud Computing,,KHMT,CN,,,,,40,25
347,CSBU204,Trí tuệ nhân tạo và máy học,Artificial Intelligence and Machine Learning,,KHMT,CN,,,,,40,25
348,CSBU205,Dự án cá nhân,Individual Honours Project,,KHMT,CN,,,,,48,32
349,CSC01,Tin học đại cương,Introduction to informatics,,KHMT,CN,,IT001,,,3,1
350,CSC11,Khoa học máy tính I,Computer science I,,KHMT,CN,,,,,4,0
351,CSC12,Khoa học máy tính II,Computer science II,,KHMT,CN,,,,,4,0
352,CSC21,Tin học đại cương (TE),Introduction to informatics,,KHMT,CN,,IT001CSC01,,,5,0
353,CSKI1,Kỹ năng truyền thông làm việc nhóm,Teamwork and communication skills,,KHMT,CN,,,,,4,0
354,CU001,Văn hóa doanh nghiệp Nhật,Japanese Corporate Culture,,KTTT,CN,,,,,2,0
355,DAI015,Thực hành văn bản Tiếng Việt,Vietnamese Language Practice,,PĐTĐH,CN,,,,,2,0
356,DBSS0,Cơ sở dữ liệu,Cơ sở dữ liệu,,,,,,,,3,0
357,DBSS1,Cơ sở dữ liệu,Database,,TTNN,ĐC,,IT004,,,3,1
358,DS005,Giới thiệu ngành Khoa học Dữ liệu,Introduction to Data Science,,KTTT,ĐC,,CS005IE005IS005SE005CE005NT005NT015EC005AI001,,,1,0
359,DS101,Thống kê và xác suất chuyên sâu,Advanced Statistics and Probability,,KTTT,CN,,,MA005,MA006MA003,2,1
360,DS102,Học máy thống kê,Statistical Machine Learning,,KTTT,CN,,,,,3,1
361,DS103,Thu thập và tiền xử lý dữ liệu,Getting and Cleaning Data,,KTTT,CN,,DS108,,,3,1
362,DS104,Tính toán song song và phân tán,Parallel and Distributed Computing,,KTTT,CN,,,,IT004,3,1
363,DS105,Phân tích và trực quan dữ liệu,Data Analytics and Visulization,,KTTT,CN,,DS111,,MA005IT001DS103,3,1
364,DS106,Tối ưu hóa và ứng dụng,Optimization and Applications,,KTTT,CN,,,,MA003,2,1
365,DS107,Tư duy tính toán cho khoa học dữ liệu,Computational Thinking for Data Science,,KTTT,CN,,,,IT002,3,1
366,DS108,Tiền xử lý và xây dựng bộ dữ liệu,Preprocessing and Constructing Datasets,,KTTT,CN,,,,IT001IT004,3,1
367,DS111,Phân tích dữ liệu,Data Analysis,,KTTT,CSN,,,,IT001MA005,3,1
368,DS200,Phân tích dữ liệu lớn,Big Data Analysis,,KTTT,CN,,,,,3,1
369,DS201,Deep Learning trong khoa học dữ liệu,Deep Learning for Data Science,,KTTT,CN,,,,DS102,3,1
370,DS202,Đồ án khoa học dữ liệu và ứng dụng 1,Data Science Project and Application 1,,KTTT,CN,,,,,0,2
371,DS203,Đồ án khoa học dữ liệu và ứng dụng 2,Data Science Project and Application 2,,KTTT,CN,,,,DS202,0,2
372,DS204,Đồ án khoa học dữ liệu và ứng dụng,Data Science Project and Application,,KTTT,ĐA,,,,,0,2
373,DS207,Đồ án,Project,,KTTT,CN,,,,,0,2
374,DS300,Hệ khuyến nghị,Recommender Systems,,KTTT,CN,,,,,3,1
375,DS301,Các giải thuật khai phá dữ liệu lớn,Mining of Massive Datasets,,KTTT,CN,,,,IT007,3,1
376,DS302,Phân tích thống kê đa biến,Multivariate Statistical Analysis,,KTTT,CN,,,MA005,,2,1
377,DS303,Thống kê Bayes,Bayesian Statistics,,KTTT,CN,,,MA005,,2,1
378,DS304,Thiết kế và phân tích thực nghiệm,Design and Analysis of Experiments,,KTTT,CN,,,,MA005,3,0
379,DS305,Phân tích dữ liệu chuỗi thời gian và ứng dụng,Applied Time Series Analysis,,KTTT,CN,,,MA005,,2,1
380,DS306,Phân tích dữ liệu lớn trong tài chính,Big Data Analytics in Finance,,KTTT,CN,,,DS200,,3,0
381,DS307,Phân tích dữ liệu truyền thông xã hội,Social Media Data Analytics,,KTTT,CN,,,,IT004,3,0
382,DS308,Mô hình đồ thị xác suất,Probabilistic Graphical Models,,KTTT,CN,,,,,3,1
383,DS309,Thực tập doanh nghiệp,Internship,,KTTT,TTTN,,,,,2,0
384,DS310,Xử lý ngôn ngữ tự nhiên cho khoa học dữ liệu,Natural Language Processing for Data Science,,KTTT,CN,,,,DS102,3,1
385,DS311,Kỹ năng nghiên cứu và viết bài báo khoa học,Scientific Research and Writing Skills,,KTTT,CN,,,,,3,0
386,DS312,Xử lý ảnh y khoa,Medical Image Processing,,KTTT,CN,,,,,3,0
387,DS313,Xử lý thông tin giọng nói,Speech Information Processing,,KTTT,CN,,,,DS102,3,1
388,DS314,Rút trích và truy vấn thông tin,Information Extraction and Retrieval,,KTTT,CN,,,,,3,1
389,DS315,Phân tích kho dữ liệu,Data Warehouse Analysis,,KTTT,CN,,,,IT004,3,1
390,DS316,Xây dựng ứng dụng thông minh,Intelligent Applications,,KTTT,CN,,,,,3,1
391,DS317,Khai phá dữ liệu trong doanh nghiệp,Data Mining for Enterprise,,KTTT,CN,,,,IT002IT003,3,1
392,DS318,Đạo đức trong trí tuệ nhân tạo và khoa học dữ liệu,Ethics in Artificial Intelligence and Data Science,,KTTT,CN,,,,,3,0
393,DS319,Mô hình ngôn ngữ lớn,Large Language Models,,KTTT,CN,,,,IT003IT002DS102,3,1
394,DS320,Học đa thể thức,Multimodal Learning,,KTTT,CN,,,,IT002IT003DS102,3,1
395,DS321,Khoa học dữ liệu cho an toàn thông tin,Data Science for Cybersecurity,,KTTT,CN,,,,,3,1
396,DS322,Thiết kế hệ thống học máy,Machine Learning Systems Design,,KTTT,CN,,,,,3,1
397,DS323,Viết báo cáo kỹ thuật và thuyết trình,Technical Report Writing and Presentation,,KTTT,CN,,,,,3,0
398,DS324,Khai thác dữ liệu ảnh số,Digital Image Data Mining,,KTTT,CN,,,,MA003IT003,3,1
399,DS325,Thiết kế ứng dụng với dữ liệu chuyên sâu,Designing Data-Intensive Applications,,KTTT,CN,,,DS108,,3,1
400,DS326,Khai phá dữ liệu đa phương tiện và ứng dụng,Multimedia Mining and Applications,,KTTT,CN,,,,IT003DS102,3,1
401,DS327,Các mô hình nền tảng,Foundation Models,,KTTT,CN,,,,IT003IT002DS102,3,1
402,DS400,Chuyên đề tốt nghiệp khoa học dữ liệu,Data Science Graduate Seminars,,KTTT,TN,,,,,4,0
403,DS501,Đồ án tốt nghiệp,Capstone Project,,KTTT,ĐC,,,,DS400,6,0
404,DS502,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,,KTTT,TN,,,,,10,0
405,DS505,Khóa luận tốt nghiệp,Thesis,,KTTT,KLTN,,,,DS207,10,0
406,DSAL0,Cấu trúc dữ liệu và giải thuật,Cấu trúc dữ liệu và giải thuật,,,,,,,,5,0
407,DSAL1,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,TTNN,ĐC,,IT003,,,3,1
408,DSAL2,Cấu trúc dữ liệu & giải thuật nâng cao,Advanced data structures and algorithms,,KHMT,ĐC,,CS523,,,3,1
409,DTH039,Đô thị học đại cương,Introduction to Urban Studies,,PĐTĐH,CN,,,,,3,0
410,EC001,Kinh tế học đại cương,Principles of Economics,,HTTT,CSN,,,,,4,0
411,EC002,Quản trị doanh nghiệp,Business Management,,HTTT,CNTC,,,,,3,0
412,EC003,Tiếp thị căn bản,Basic Marketing,,HTTT,CN,,EC101,,,3,0
413,EC005,Giới thiệu ngành Thương mại Điện tử,Introduction to E-Commerce,,HTTT,ĐC,,CS005IE005IS005SE005CE005NT005NT015DS005AI001,,,1,0
414,EC101,Marketing căn bản,Basic Marketing,,HTTT,CN,,,,,3,0
415,EC201,Phân tích thiết kế quy trình nghiệp vụ doanh nghiệp,Business Process Analysis and Design,,HTTT,CSN,,,,,3,1
416,EC202,Nhập môn quản trị chuỗi cung ứng,Supply Chain Management,,HTTT,CNTC,,EC214,,,3,1
417,EC203,Quản trị quan hệ khách hàng và nhà cung cấp,Customer Relationship Management and Supplier Relationship Management,,HTTT,CN,,EC213,,,3,1
418,EC204,Marketing điện tử,E-Marketing,,HTTT,CN,,,,,2,1
419,EC208,Quản trị dự án thương mại điện tử,E-Commerce Project Management,,HTTT,CN,,,,,3,0
420,EC212,Thực tập doanh nghiệp,Industry Internship Program,,HTTT,TTTN,,EC222,,,3,0
421,EC213,Quản trị quan hệ khách hàng và nhà cung cấp,Customer and Supplier Relationship Management,,HTTT,CN,,,,,2,1
422,EC214,Nhập môn quản trị chuỗi cung ứng,Introduction to Supply Chain Management,,HTTT,CNTC,,,,,3,0
423,EC219,Pháp luật trong thương mại điện tử,Law in E-Commerce,,HTTT,CN,,EC229,,,3,0
424,EC222,Thực tập doanh nghiệp,Internship,,HTTT,TTTN,,,,,2,0
425,EC229,Pháp luật trong thương mại điện tử,Law in E-Commerce,,HTTT,CN,,,,,2,0
426,EC232,Nguyên lý kế toán,Principles of Accounting,,HTTT,CNTC,,,,,3,0
427,EC301,Tiếp thị trực tuyến (E-Marketing),E-Marketing,,HTTT,CN,,EC311,,,3,1
428,EC302,Thiết kế Hệ thống Thương mại điện tử,E-Commerce System Design,,HTTT,CN,,EC312,,,3,1
429,EC304,Tối ưu hóa công cụ tìm kiếm trong thương mại điện tử,Search Engine Optimization in E-Commerce,,HTTT,CN,,,,,3,0
430,EC311,Tiếp thị trực tuyến,E-Marketing,,HTTT,CN,,EC204,,,2,1
431,EC312,Thiết kế hệ thống thương mại điện tử,E-Commerce Systems Design,,HTTT,CN,,,,IS207,2,1
432,EC331,Quản trị chiến lược kinh doanh điện tử,E-Business Strategic Management,,HTTT,CNTC,,,,,3,0
433,EC332,Quản trị sản xuất,Production and Manufacturing Management,,HTTT,CNTC,,,,,3,0
434,EC333,Quản trị tài chính doanh nghiệp,Financial Management,,HTTT,CNTC,,,,,3,0
435,EC334,Quản trị kênh phân phối,Distribution Channel Management,,HTTT,CNTC,,,,,3,0
436,EC335,An toàn và bảo mật thương mại điện tử,Safety and Security in E-Commerce,,HTTT,CN,,,,IT005IS207,3,0
437,EC336,Quản trị nhân lực,Human Resources,,HTTT,CNTC,,,,,3,0
438,EC337,Hệ thống thanh toán trực tuyến,E-Payment Systems,,HTTT,CN,,,,,3,0
439,EC338,Quản trị bán hàng,Sales Management,,HTTT,CNTC,,,,,3,0
440,EC401,Khóa luận tốt nghiệp,Thesis,,HTTT,KLTN,,,,,10,0
441,EC402,Phát triển ứng dụng thương mại di động,Mobile Commerce Application Development,,HTTT,CN,,,,,3,1
442,EC403,Thương mại xã hội,Social Commerce,,HTTT,CN,,,,,3,0
443,EC404,Đồ án tốt nghiệp,Capstone Project,,HTTT,TN,,,,,6,0
444,EC405,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,,HTTT,TN,,,,,10,0
445,ECE02,Mạch số,Digital circuit,,BMTL,ĐC,,,,,3,1
446,ECON3313,Kinh tế tiền tệ,Monetary economics,,HTTT,CNTC,,,,,3,0
447,EN001,Anh văn 1,English 1,,BMAV,ĐC,,,ENBT,,4,0
448,EN001.CO,English for Communication 1,English for Communication 1,,HTTT,BT,,,,,0,0
449,EN001.GE,General English,General English,,HTTT,BT,,,,,0,0
450,EN002,Anh văn 2,English 2,,BMAV,ĐC,,EN004ENG01,EN001,,4,0
451,EN002.CO,English for Communication 1,English for Communication 1,,HTTT,BT,,,,,0,0
452,EN002.GE,General English,General English,,HTTT,BT,,,,,0,0
453,EN003,Anh văn 3,English 3,,BMAV,ĐC,,EN006EN005ENG02,EN002,,4,0
454,EN004,Anh văn 1,English 1,,BMAV,ĐC,,ENG01,,,4,0
455,EN005,Anh văn 2,English 2,,BMAV,ĐC,,ENG02,,,4,0
456,EN006,Anh văn 3,English 3,,BMAV,ĐC,,ENG03,,,4,0
457,ENBT,Anh văn Bổ túc,English 0,,BMAV,BT,,,,,0,0
458,ENG00,Anh văn 0,English 0,,TTNN,ĐC,,,,,0,0
459,ENG01,Anh văn 1,English 1,,TTNN,ĐC,,INT001EN004EN002,,,4,0
460,ENG02,Anh văn 2,English 2,,TTNN,ĐC,,INT003EN005EN003,,ENG01,4,0
461,ENG03,Anh văn 3,English 3,,TTNN,ĐC,,INT004EN006,,ENG02,4,0
462,ENG04,Anh văn 4,English 4,,TTNN,ĐC,,INT005,ENG03,,4,0
463,ENG05,Anh văn 5,English 5,,TTNN,ĐC,,INT006,ENG04,,4,0
464,ENG06,Kỹ năng thuyết trình tiếng Anh,Effective Presentation,,TTNN,CN,,,ENG03,,4,0
465,ENG07,Kỹ năng viết luận,Academic Writing,,TTNN,CN,,,ENG03,,4,0
466,ENG11,Tiếng anh tăng cường I,Intensive English I,,TTNN,ĐC,,,,,0,0
467,ENG12,Tiếng anh tăng cường II,Intensive English II,,TTNN,ĐC,,,,,0,0
468,ENG13,Tiếng Anh I,English Composition I,,TTNN,ĐC,,,,,0,0
469,ENG14,Tiếng Anh II,English Composition II,,TTNN,ĐC,,,,,0,0
470,ENG15,Tiếng Anh chuyên ngành CNTT,English for computer science,,TTNN,ĐC,,,,,0,0
471,ENGA1,Anh văn sơ cấp 1,Anh văn sơ cấp 1,,TTNN,BT,,,,,0,0
472,ENGA2,Anh văn sơ cấp 2,Anh văn sơ cấp 2,,TTNN,BT,,,,,0,0
473,ENGBT,Anh văn bổ túc,English 0,,TTNN,ĐC,,,,,0,0
474,ENGL1113,Tiếng Anh 1,English Composition 1,,HTTT,ĐC,,ENG06,,,3,0
475,ENGL1213,Tiếng Anh 2,English Composition 2,,HTTT,ĐC,ENG14,ENG07,ENGL1113,,3,0
476,ENLS1,"Nâng cao kỹ năng nghe, nói tiếng Anh 1","Nâng cao kỹ năng nghe, nói tiếng Anh 1",,TTNN,ĐC,,,,,0,0
477,ENLS2,"Nâng cao kỹ năng nghe, nói tiếng Anh 2","Nâng cao kỹ năng nghe, nói tiếng Anh 2",,TTNN,ĐC,,,,,0,0
478,ENRW1,"Nâng cao kỹ năng đọc, viết tiếng Anh 1","Nâng cao kỹ năng đọc, viết tiếng Anh 1",,TTNN,ĐC,,,,,0,0
479,ENRW2,"Nâng cao kỹ năng đọc, viết tiếng Anh 2","Nâng cao kỹ năng đọc, viết tiếng Anh 2",,TTNN,ĐC,,,,,0,0
480,GDH075,Tâm lý học giao tiếp,Communication Psychology,,PĐTĐH,CN,,,,,1,1
481,HCMT1,Tư tưởng Hồ Chí Minh,Ho Chi Minh's Ideology,,PĐTĐH,ĐC,,SS003,,,2,0
482,HCMT2,Tư tưởng Hồ Chí Minh,Tư tưởng Hồ Chí Minh,,,,,,,,3,0
483,IE005,Giới thiệu ngành Công nghệ Thông tin,Introduction to Information Technology,,KTTT,ĐC,,CS005IS005SE005CE005NT005NT015EC005DS005AI001,,,1,0
484,IE101,Cơ sở hạ tầng công nghệ thông tin,Information Technology Infrastructure,,KTTT,CSN,,,,,2,1
485,IE102,Các công nghệ nền,Platform Technologies,,KTTT,CSN,,,,,2,1
486,IE103,Quản lý thông tin,Information Management,,KTTT,CSN,,,,IT004,3,1
487,IE104,Internet và công nghệ web,Internet and Web Technology,,KTTT,CSN,,,,IT001IT005,3,1
488,IE105,Nhập môn bảo đảm và an ninh thông tin,Introduction to Information Assurance and Security,,KTTT,CSN,,,,,3,1
489,IE106,Thiết kế giao diện người dùng,User Interface Design,,KTTT,CSN,,,,IT001,3,1
490,IE107,Thiết kế giao diện người dùng,Thiết kế giao diện người dùng,,KTTT,CSN,,,,,3,1
491,IE108,Phân tích thiết kế phần mềm,Software Analysis and Design,,KTTT,CN,,,,,3,1
492,IE201,Xử lý dữ liệu thống kê,Analysis of Statistical Data,,KTTT,CN,,,,MA005MA006,3,0
493,IE202,Quản trị doanh nghiệp,Business management,,KTTT,CN,,,,,3,0
494,IE203,Hệ thống quản trị qui trình nghiệp vụ,Business Process Management Systems,,KTTT,CĐTN,,,,IT001IT004,3,1
495,IE204,Tối ưu hóa công cụ tìm kiếm,Search Engine Optimization,,KTTT,CĐTN,,,,IE104,3,1
496,IE205,Xử lý ảnh vệ tinh,Satellite Image Processing,,KTTT,CN,,,,IS351,3,0
497,IE206,Đồ án chuẩn bị tốt nghiệp,Preparing for the Graduation Project,,KTTT,ĐA,,,,,0,2
498,IE207,Đồ án,Project,,KTTT,ĐA,,,,IT001IT004,0,2
499,IE208,Kiến trúc và tích hợp hệ thống,System Integration and Architecture,,KTTT,CNTC,,,,,3,0
500,IE209,Công nghệ Java,Java Technology,,KTTT,CNTC,,IE303,,IT002,3,1
501,IE210,Hệ thống định vị toàn cầu (GPS),Global Positioning System,,KTTT,CNTC,,,,,3,0
502,IE211,Tin học môi trường,Environmental Informatics,,KTTT,CNTC,,,,,2,0
503,IE212,Công nghệ dữ liệu lớn,Big Data Technology,,KTTT,CN,,,,IT007,3,1
504,IE213,Kỹ thuật phát triển hệ thống web,Web System Development Techniques,,KTTT,CN,,,,IE104,3,1
505,IE216,Các chủ đề toán học cho khoa học dữ liệu,Topics in Mathematics of Data Science,,KTTT,CNTC,,,,,3,0
506,IE217,Máy học,Máy học,,KTTT,CNTC,,DS102,,,3,1
